Coalition,Date,Region or State,Adult ICU Empty ,Adult ICU Full,Adult Intensive Care Unit Staffed Bed Capacity,at_admission_confirmed_covid19_patients_in_24_hrs,at_admission_suspected_covid19_patients_in_24_hrs,ED COVID Visits Previous Day,ED Total Visits Previous Day,full_adult_icu_covid19_positive_patients,Hospitalized and Ventilated COVID Inpatient Count,ICU Licensed Beds,Inpatient Empty Beds (all types),Inpatient Full (all bed types),Licensed Inpatient Beds,Number of COVID-19 Positive Patients In Hospital,Parent Name,TOTAL Staffed Inpatient Capacity (all bed types),Ventilator available,Ventilator used (not specific to COVID-19)
THPC,9/9/2020,State,130,414,544,18,11,196,1284,65,26,926,1665,3400,6070,179,28,5065,485,245
MHPC,5/26/2020,State,110,320,430,,,,,,,687,1133,3005,4815,136,16,4138,565,204
MCRHC,6/22/2020,State,100,257,357,15,60,,,42,,468,370,2365,3301,105,10,2735,298,112
CapRAC,4/5/2021,State,39,138,177,5,19,265,1058,23,11,203,215,938,1418,75,7,1153,142,58
DHPC,6/17/2021,State,22,143,165,6,2,41,803,12,11,424,274,1452,2640,49,7,1726,149,93
THPC,1/18/2021,State,61,502,563,96,18,253,1589,223,132,926,1144,3933,6070,1060,29,5077,506,317
SHPR,5/19/2020,State,15,57,72,,,,,,,112,138,827,1392,23,6,965,133,37
MAHPC,6/18/2020,State,32,96,128,1,35,,,11,,247,226,917,1979,24,13,1143,150,43
MCRHC,3/14/2021,State,106,361,467,16,41,132,1304,42,13,468,768,2002,3301,127,12,2770,468,131
MCRHC,7/15/2020,State,85,377,462,20,131,,,57,,468,645,2056,3301,132,10,2701,458,135
SHPR,6/25/2020,State,15,54,69,1,4,,,12,,112,89,876,1392,38,6,965,131,39
SHPR,9/20/2020,State,36,41,77,1,28,63,391,5,3,112,324,692,1392,28,6,1016,140,30
MHPC,1/31/2021,State,77,389,466,56,51,434,1891,154,121,687,1314,3475,4815,654,18,4789,588,322
SHPR,3/21/2021,State,39,64,103,2,8,74,453,5,5,112,312,725,1392,31,6,1037,140,34
MAHPC,5/24/2020,State,50,77,127,,,,,,,247,228,730,1979,15,8,958,141,33
EHPC,5/2/2020,State,42,221,263,,,,,,,420,787,1390,3851,75,15,2177,337,106
THPC,6/14/2021,State,115,390,505,15,5,209,2016,24,18,926,1451,3347,6070,116,28,4798,629,175
CapRAC,10/3/2020,State,43,126,169,1,21,158,1019,23,8,203,235,848,1418,35,7,1083,163,37
EHPC,3/4/2021,State,101,205,306,16,9,145,1559,33,28,420,840,2138,3851,152,19,2978,385,143
DHPC,4/9/2021,State,31,161,192,9,4,50,797,26,18,424,341,1423,2640,103,7,1764,136,106
MHPC,5/24/2020,State,120,467,587,,,,,,,687,1092,2971,4815,111,16,4063,510,207
DHPC,10/29/2020,State,46,143,189,17,6,70,738,16,9,424,252,1527,2640,78,7,1779,150,92
SHPR,12/10/2020,State,42,49,91,8,28,94,444,11,6,112,225,792,1392,86,6,1017,154,20
EHPC,4/13/2021,State,100,206,306,24,13,208,1960,35,26,420,847,2126,3851,153,19,2973,389,136
MCRHC,2/26/2021,State,96,373,469,19,53,165,1330,57,22,468,690,2080,3301,190,12,2770,456,143
SHPR,10/20/2020,State,30,47,77,7,20,111,492,12,11,112,258,752,1392,54,6,1010,136,38
SHPR,9/4/2020,State,42,35,77,3,20,73,412,8,4,112,254,765,1392,35,6,1019,140,30
THPC,5/31/2020,State,199,405,604,,,,,,,926,1318,2955,6070,184,21,4273,563,181
DHPC,4/5/2021,State,24,152,176,7,1,46,624,27,17,424,354,1398,2640,117,7,1752,143,99
THPC,9/6/2020,State,127,407,534,14,13,142,1026,66,19,926,1849,3108,6070,189,26,4957,485,232
MHPC,8/21/2020,State,102,330,432,26,93,,,68,,687,1234,3532,4815,256,16,4766,577,205
MHPC,12/2/2020,State,58,370,428,55,123,631,2366,106,62,687,929,3715,4815,499,18,4644,583,274
SHPR,4/18/2021,State,47,57,104,2,14,86,515,8,7,112,313,725,1392,41,6,1038,127,47
MAHPC,5/15/2021,State,84,105,189,3,21,79,793,10,3,247,566,845,1979,32,15,1411,145,34
DHPC,9/2/2020,State,18,151,169,37,39,68,694,25,10,424,341,1466,2640,90,6,1807,155,83
MAHPC,9/22/2020,State,59,120,179,0,40,45,411,20,10,247,477,1029,1979,33,16,1506,138,51
THPC,12/8/2020,State,73,496,569,105,24,286,1890,169,84,926,1408,3758,6070,699,29,5166,535,249
EHPC,3/7/2021,State,127,179,306,10,26,139,1472,35,19,420,1038,1910,3851,162,19,2948,401,127
CapRAC,5/8/2020,State,41,183,224,,,,,,,203,551,1428,1418,77,5,1979,270,58
DHPC,1/20/2021,State,8,181,189,25,5,106,665,67,46,424,328,1434,2640,287,7,1762,134,108
CapRAC,10/10/2020,State,43,126,169,7,19,180,1038,16,5,203,192,893,1418,52,7,1085,165,35
EHPC,5/7/2020,State,127,152,279,,,,,,,420,874,1453,3851,78,18,2327,378,100
SHPR,2/6/2021,State,35,62,97,14,28,95,444,17,12,112,265,736,1392,93,6,1001,135,39
EHPC,5/2/2021,State,83,222,305,11,17,148,1770,36,25,420,908,2054,3851,134,19,2962,391,134
MCRHC,8/13/2020,State,78,368,446,12,110,,,38,,468,526,2092,3301,137,9,2618,460,124
DHPC,8/10/2020,State,17,149,166,8,17,,,20,,424,370,1374,2640,80,6,1744,162,79
MAHPC,5/30/2020,State,42,94,136,,,,,,,247,182,791,1979,18,7,973,138,38
SHPR,10/10/2020,State,36,41,77,6,24,92,495,14,9,112,245,765,1392,47,6,1010,146,28
THPC,3/15/2021,State,116,417,533,27,6,189,1601,69,34,926,1507,3479,6070,248,28,4986,613,197
THPC,10/4/2020,State,127,426,553,35,25,193,1221,67,25,926,1853,3328,6070,254,29,5181,556,187
DHPC,8/5/2020,State,39,179,218,6,15,,,20,,424,393,1649,2640,97,7,2042,198,75
MCRHC,2/10/2021,State,87,384,471,30,57,202,1448,72,26,468,628,2167,3301,285,12,2795,446,153
MCRHC,4/27/2021,State,67,398,465,7,26,277,1778,40,15,468,517,2249,3301,142,12,2766,464,135
MCRHC,3/12/2021,State,111,356,467,19,50,163,1382,40,12,468,727,2042,3301,130,12,2769,464,135
SHPR,4/25/2020,State,28,36,64,,,,,,,112,292,613,1392,15,5,905,182,20
MHPC,4/20/2020,State,241,350,591,,,,,,,687,1536,2471,4815,127,16,4007,477,139
MAHPC,2/5/2021,State,69,136,205,13,37,125,777,30,13,247,530,1030,1979,120,16,1560,132,54
EHPC,7/23/2020,State,62,208,270,9,27,,,35,,420,653,1866,3851,120,17,2519,312,127
SHPR,5/27/2021,State,52,50,102,3,12,90,508,5,10,112,243,793,1392,30,6,1036,133,41
CapRAC,2/13/2021,State,19,150,169,20,20,277,1025,49,24,203,207,961,1418,173,7,1168,127,73
MHPC,4/5/2021,State,108,352,460,33,16,277,2148,57,27,687,1278,3532,4815,248,18,4810,607,251
MCRHC,8/24/2020,State,81,365,446,9,95,,,42,,468,620,1990,3301,138,9,2610,457,127
CapRAC,12/26/2020,State,20,149,169,16,35,272,813,49,22,203,259,896,1418,212,7,1155,137,63
MHPC,6/11/2021,State,61,380,441,9,8,202,2552,21,16,687,1078,3755,4815,105,18,4833,546,219
DHPC,6/13/2021,State,25,146,171,4,2,40,301,15,11,424,319,1364,2640,54,7,1683,157,85
CapRAC,5/24/2020,State,69,155,224,,,,,,,203,588,1390,1418,62,5,1978,251,77
DHPC,1/12/2021,State,8,180,188,35,7,143,723,62,39,424,286,1490,2640,277,7,1776,142,100
MAHPC,5/9/2020,State,73,71,144,,,,,,,247,322,766,1979,4,9,1088,158,26
THPC,10/15/2020,State,95,467,562,39,18,203,1348,75,32,926,1519,3736,6070,236,29,5255,529,217
CapRAC,4/8/2021,State,23,154,177,7,18,320,1190,21,15,203,200,969,1418,87,7,1169,126,74
MCRHC,12/12/2020,State,69,400,469,43,60,217,1338,70,35,468,613,2143,3301,281,12,2756,443,156
MCRHC,5/13/2020,State,115,244,359,,,,,,,468,663,2086,3301,87,10,2749,326,98
MHPC,4/7/2020,State,207,370,577,,,,,,,687,1766,2189,4815,135,15,3955,357,130
MCRHC,9/4/2020,State,81,389,470,11,93,216,1011,39,14,468,674,2052,3301,127,12,2726,457,137
MHPC,4/23/2021,State,75,374,449,35,24,386,2532,65,27,687,1096,3714,4815,306,18,4810,624,245
MAHPC,5/5/2021,State,73,122,195,8,24,78,857,7,6,247,525,995,1979,44,16,1520,136,50
THPC,3/28/2021,State,130,390,520,31,8,173,1636,49,18,926,1583,3284,6070,186,28,4867,631,179
EHPC,12/31/2020,State,72,232,304,70,32,271,1791,72,51,420,680,2265,3851,433,19,2945,362,164
DHPC,1/10/2021,State,12,179,191,33,3,99,593,59,32,424,354,1400,2640,265,7,1754,171,71
EHPC,4/20/2021,State,89,213,302,16,16,180,1998,43,22,420,775,2182,3851,162,19,2957,399,126
CapRAC,5/17/2021,State,53,124,177,5,21,295,1156,16,10,203,223,927,1418,56,7,1150,165,45
MHPC,1/20/2021,State,61,396,457,101,59,517,2365,175,138,687,1047,3800,4815,919,18,4847,563,342
SHPR,8/14/2020,State,24,53,77,6,36,,,12,,112,252,711,1392,33,6,963,135,35
MCRHC,3/4/2021,State,106,362,468,19,38,169,1317,55,22,468,672,2097,3301,168,12,2769,458,141
THPC,7/30/2020,State,144,418,562,20,55,,,79,,926,1364,3474,6070,254,21,4838,469,201
SHPR,2/27/2021,State,39,62,101,7,12,80,438,6,8,112,268,728,1392,61,6,996,142,32
MAHPC,11/1/2020,State,61,112,173,3,30,42,335,14,4,247,530,881,1979,54,15,1411,137,45
EHPC,10/4/2020,State,67,225,292,21,12,141,1427,46,28,420,760,2064,3851,181,18,2824,293,140
MCRHC,5/26/2020,State,146,211,357,,,,,,,468,586,2105,3301,77,10,2691,324,101
MAHPC,6/21/2021,State,73,105,178,2,25,68,905,3,2,247,557,934,1979,15,16,1491,142,41
THPC,9/11/2020,State,107,437,544,17,14,151,1159,57,26,926,1629,3407,6070,185,28,5036,479,251
SHPR,5/6/2020,State,26,45,71,,,,,,,112,191,774,1392,15,6,965,137,33
DHPC,5/20/2021,State,22,159,181,4,5,44,796,17,12,424,300,1475,2640,65,7,1775,147,95
CapRAC,2/4/2021,State,15,154,169,14,21,309,1008,58,28,203,171,1001,1418,220,7,1172,126,74
CapRAC,5/27/2021,State,30,147,177,6,15,275,1211,17,4,203,199,958,1418,49,7,1157,167,43
DHPC,5/28/2020,State,46,191,237,,,,,,,424,457,1737,2640,109,7,2194,358,74
MCRHC,1/5/2021,State,70,406,476,56,83,271,1577,106,37,468,587,2226,3301,487,12,2813,439,160
MCRHC,10/30/2020,State,84,386,470,15,52,198,1427,39,17,468,589,2133,3301,149,12,2722,463,131
DHPC,6/23/2021,State,23,139,162,8,3,41,855,10,10,424,263,1480,2640,44,7,1743,164,78
DHPC,11/2/2020,State,44,141,185,14,6,46,622,20,15,424,341,1432,2640,75,7,1773,149,93
THPC,4/8/2021,State,89,426,515,27,5,200,1939,57,33,926,1230,3644,6070,205,28,4874,602,208
EHPC,10/16/2020,State,60,242,302,29,22,175,1644,53,34,420,674,2255,3851,225,19,2929,325,142
EHPC,2/24/2021,State,78,228,306,19,16,169,1723,42,26,420,821,2149,3851,181,19,2970,397,131
THPC,5/31/2021,State,144,374,518,19,6,207,1914,33,21,926,1668,3100,6070,131,28,4768,628,173
DHPC,4/8/2020,State,82,116,198,,,,,,,424,620,1134,2640,51,6,1754,335,81
MAHPC,11/23/2020,State,68,111,179,14,34,57,341,15,10,247,491,995,1979,69,16,1486,143,46
MAHPC,8/17/2020,State,60,109,169,2,43,,,11,,247,459,863,1979,53,14,1322,137,37
MAHPC,5/18/2020,State,81,78,159,,,,,,,247,369,825,1979,6,13,1194,180,24
MHPC,12/15/2020,State,58,377,435,89,97,779,2402,153,84,687,1006,3780,4815,689,18,4786,589,272
SHPR,5/21/2021,State,36,67,103,3,13,87,536,10,13,112,231,806,1392,38,6,1037,134,40
DHPC,4/18/2020,State,45,118,163,,,,,,,424,599,939,2640,42,4,1538,236,92
MHPC,5/18/2021,State,79,362,441,19,19,302,2810,53,27,687,1144,3674,4815,187,18,4818,625,229
MHPC,5/1/2021,State,72,370,442,24,21,326,2570,67,41,687,1092,3724,4815,267,18,4816,613,242
MHPC,9/26/2020,State,99,316,415,24,106,487,2106,46,27,687,1176,3413,4815,187,17,4589,590,211
SHPR,8/26/2020,State,34,43,77,3,26,79,370,3,2,112,262,739,1392,33,6,1001,111,59
THPC,6/10/2021,State,90,422,512,16,7,211,2038,39,16,926,1276,3563,6070,126,28,4839,615,186
MCRHC,2/7/2021,State,105,366,471,24,52,176,1223,81,29,468,745,2040,3301,311,12,2785,440,159
MHPC,6/15/2020,State,103,458,561,7,106,,,53,,687,879,2899,4815,192,16,3778,484,205
MHPC,8/13/2020,State,82,344,426,32,111,,,81,,687,956,3256,4815,286,16,4212,569,213
CapRAC,7/19/2020,State,53,203,256,18,11,,,54,,203,494,1511,1418,171,5,2005,272,73
DHPC,1/31/2021,State,18,173,191,29,1,82,553,53,34,424,394,1337,2640,214,7,1731,141,101
SHPR,8/2/2020,State,24,47,71,4,1,,,10,,112,315,606,1392,36,5,921,123,34
THPC,7/10/2020,State,164,414,578,19,89,,,73,,926,1091,3229,6070,249,23,4320,518,178
EHPC,6/25/2020,State,69,183,252,12,31,,,30,,420,701,1598,3851,102,16,2299,378,101
EHPC,4/22/2021,State,78,228,306,24,14,192,1856,33,20,420,803,2168,3851,159,19,2971,396,129
DHPC,5/24/2020,State,34,144,178,,,,,,,424,383,1405,2640,97,5,1788,298,94
MCRHC,2/22/2021,State,111,359,470,20,46,147,1225,56,21,468,717,2053,3301,208,12,2770,428,135
MCRHC,1/8/2021,State,84,383,467,59,87,260,1334,105,42,468,675,2133,3301,469,12,2808,443,156
DHPC,4/17/2021,State,25,169,194,15,1,69,845,21,16,424,424,1347,2640,100,7,1771,152,90
SHPR,11/1/2020,State,40,31,71,0,20,68,338,8,7,112,299,649,1392,32,6,948,141,32
MAHPC,6/24/2020,State,65,96,161,1,51,,,10,,247,480,795,1979,22,13,1275,113,49
DHPC,4/28/2020,State,60,160,220,,,,,,,424,682,1548,2640,67,8,2230,327,108
CapRAC,12/30/2020,State,12,157,169,24,37,355,1109,65,37,203,165,999,1418,238,7,1164,125,75
MHPC,3/30/2021,State,92,368,460,25,34,343,2532,50,27,687,1090,3723,4815,206,18,4813,637,220
DHPC,3/8/2021,State,24,165,189,15,3,51,573,42,35,424,357,1408,2640,150,7,1765,146,96
MHPC,7/31/2020,State,82,325,407,30,121,,,92,,687,1016,3090,4815,302,15,4106,556,215
MCRHC,8/5/2020,State,91,361,452,12,105,,,40,,468,580,2110,3301,146,10,2690,462,132
DHPC,8/23/2020,State,37,134,171,6,15,,,18,,424,441,1336,2640,64,6,1777,172,66
THPC,5/3/2021,State,93,406,499,29,4,189,1870,54,25,926,1367,3506,6070,222,28,4873,613,197
THPC,2/8/2021,State,93,466,559,69,9,223,1506,124,70,926,1381,3565,6070,557,29,5053,596,232
MHPC,8/28/2020,State,108,324,432,29,62,0,0,59,48,687,1183,3503,4815,241,16,4686,569,213
CapRAC,4/23/2020,State,100,124,224,,,,,,,203,554,1411,1418,93,5,1965,283,57
THPC,6/12/2021,State,105,405,510,18,6,207,1963,28,16,926,1420,3368,6070,116,28,4788,620,181
DHPC,3/18/2021,State,27,161,188,19,5,68,686,37,29,424,274,1506,2640,136,7,1780,160,82
THPC,5/10/2020,State,316,388,704,,,,,,,926,1827,2492,6070,95,22,4319,599,168
DHPC,8/3/2020,State,74,143,217,10,24,,,22,,424,466,1559,2640,102,7,2025,202,71
CapRAC,5/15/2021,State,43,134,177,4,25,292,1148,20,11,203,215,939,1418,56,7,1154,165,45
EHPC,6/12/2021,State,87,219,306,9,6,133,1896,19,14,420,775,2085,3851,83,19,2860,380,142
MHPC,6/6/2021,State,85,351,436,10,11,214,2509,33,22,687,1279,3555,4815,119,18,4834,597,227
MAHPC,7/7/2020,State,60,110,170,2,42,,,11,,247,487,858,1979,31,15,1345,124,46
EHPC,9/24/2020,State,78,223,301,15,51,144,1346,52,25,420,741,2200,3851,191,19,2941,300,104
CapRAC,10/14/2020,State,24,145,169,2,24,237,1088,28,6,203,180,899,1418,51,7,1079,170,30
THPC,11/25/2020,State,92,464,556,71,21,221,1685,138,61,926,1637,3587,6070,502,29,5224,530,248
THPC,7/5/2020,State,184,391,575,13,78,,,50,,926,1431,3231,6070,215,20,4662,457,204
SHPR,7/24/2020,State,21,56,77,5,1,,,18,,112,311,676,1392,50,6,987,134,34
MHPC,5/30/2020,State,67,462,529,,,,,,,687,911,3158,4815,135,15,4069,640,194
MCRHC,12/16/2020,State,63,410,473,34,55,181,1310,79,35,468,481,2280,3301,341,12,2761,437,162
MCRHC,6/14/2021,State,92,365,457,11,31,132,1499,31,11,468,672,2063,3301,79,12,2735,387,212
CapRAC,5/21/2020,State,63,159,222,,,,,,,203,516,1472,1418,68,5,1988,254,74
THPC,9/12/2020,State,118,412,530,12,16,160,1151,51,24,926,1567,3290,6070,167,27,4857,398,175
CapRAC,11/3/2020,State,39,130,169,6,12,257,1043,16,11,203,211,866,1418,65,7,1077,154,46
MCRHC,5/2/2020,State,98,184,282,,,,,,,468,614,1516,3301,77,7,2130,252,82
EHPC,1/27/2021,State,60,248,308,59,25,273,1840,66,44,420,643,2369,3851,420,19,3012,374,155
THPC,3/22/2021,State,121,414,535,27,6,154,1669,53,18,926,1431,3534,6070,205,28,4965,612,198
THPC,5/7/2021,State,97,415,512,28,8,204,2012,59,30,926,1277,3594,6070,216,28,4871,603,210
MAHPC,6/1/2020,State,63,86,149,,,,,,,247,357,807,1979,18,11,1164,166,28
THPC,6/21/2021,State,98,407,505,7,6,205,1867,22,18,926,1414,3382,6070,99,28,4796,604,197
MHPC,4/2/2021,State,99,361,460,21,36,308,2332,55,30,687,1255,3567,4815,222,18,4822,631,228
MAHPC,6/2/2020,State,60,97,157,,,,,,,247,341,884,1979,20,13,1225,165,37
THPC,6/24/2020,State,161,473,634,19,65,,,63,,926,1309,3273,6070,193,23,4582,484,198
MCRHC,7/9/2020,State,88,366,454,10,120,,,46,,468,592,1986,3301,119,9,2578,457,126
MCRHC,7/25/2020,State,101,361,462,42,74,,,50,,468,645,2053,3301,149,10,2698,463,131
MAHPC,5/26/2020,State,68,93,161,,,,,,,247,355,835,1979,9,13,1190,164,40
MAHPC,4/16/2020,State,68,91,159,,,,,,,247,457,683,1979,9,14,1140,165,34
THPC,8/2/2020,State,156,362,518,12,26,,,62,,926,1557,2913,6070,174,21,4470,469,170
DHPC,4/10/2020,State,77,142,219,,,,,,,424,840,1360,2640,43,7,2200,331,96
DHPC,5/1/2021,State,22,170,192,5,3,48,776,27,16,424,368,1403,2640,94,7,1771,151,91
DHPC,10/16/2020,State,55,137,192,12,3,42,737,24,16,424,284,1480,2640,86,7,1764,138,104
MCRHC,5/12/2020,State,125,234,359,,,,,,,468,650,2135,3301,85,10,2785,331,94
MCRHC,3/30/2021,State,94,376,470,20,22,176,1592,40,10,468,642,2130,3301,140,12,2772,478,121
DHPC,8/16/2020,State,29,142,171,4,15,,,15,,424,386,1368,2640,81,6,1754,167,74
DHPC,6/14/2021,State,22,157,179,6,5,42,785,12,12,424,288,1460,2640,51,7,1748,157,85
CapRAC,6/24/2021,State,41,136,177,0,17,261,1197,5,3,203,207,946,1418,23,7,1153,169,41
THPC,1/31/2021,State,79,472,551,69,8,234,1507,157,90,926,1493,3589,6070,697,29,5082,567,260
CapRAC,3/20/2021,State,33,144,177,3,11,288,1055,20,8,203,243,925,1418,76,7,1168,156,44
MHPC,2/7/2021,State,95,376,471,39,45,391,2013,134,93,687,1264,3516,4815,537,18,4780,618,291
DHPC,1/27/2021,State,12,177,189,25,8,79,656,54,39,424,334,1437,2640,225,7,1771,139,103
EHPC,2/20/2021,State,75,223,298,32,14,113,1475,43,32,420,891,2089,3851,221,19,2980,384,144
EHPC,12/8/2020,State,72,232,304,53,22,247,1800,79,60,420,774,2197,3851,323,19,2971,344,158
CapRAC,1/4/2021,State,14,155,169,11,23,390,1136,61,38,203,205,955,1418,248,7,1160,120,80
EHPC,4/16/2021,State,66,240,306,23,13,170,1867,47,27,420,821,2155,3851,160,19,2976,379,146
DHPC,9/14/2020,State,16,153,169,30,20,40,556,27,19,424,260,1466,2640,71,6,1726,151,87
MAHPC,4/3/2021,State,97,97,194,11,22,84,744,10,6,247,658,897,1979,47,16,1555,148,38
MAHPC,4/10/2021,State,79,116,195,4,22,92,903,12,6,247,615,939,1979,48,16,1554,147,39
EHPC,8/5/2020,State,69,183,252,13,27,,,41,,420,655,1679,3851,145,15,2334,275,104
CapRAC,6/26/2020,State,39,218,257,12,15,,,54,,203,442,1590,1418,150,5,2032,240,105
MCRHC,12/25/2020,State,109,357,466,44,71,187,1087,73,30,468,874,1927,3301,359,12,2801,444,155
THPC,6/15/2021,State,100,407,507,18,9,198,2258,24,16,926,1368,3473,6070,111,28,4841,636,168
MAHPC,3/15/2021,State,89,105,194,2,22,77,819,10,4,247,570,985,1979,47,16,1555,141,45
MAHPC,5/27/2020,State,66,87,153,,,,,,,247,311,870,1979,9,12,1181,154,41
CapRAC,5/30/2021,State,49,128,177,2,15,255,1097,18,4,203,230,931,1418,49,7,1161,170,40
MAHPC,5/22/2020,State,64,84,148,,,,,,,247,283,854,1979,14,11,1137,166,29
THPC,3/12/2021,State,118,419,537,27,11,178,1754,66,32,926,1467,3522,6070,241,28,4989,608,202
DHPC,5/5/2021,State,21,167,188,10,5,57,861,28,18,424,294,1493,2640,93,7,1787,144,98
DHPC,12/26/2020,State,21,172,193,23,5,79,480,51,28,424,513,1200,2640,204,7,1713,155,86
SHPR,2/24/2021,State,27,73,100,7,13,97,461,8,14,112,205,790,1392,75,6,995,128,46
MAHPC,6/10/2021,State,65,113,178,2,22,55,958,7,4,247,529,964,1979,18,16,1493,138,48
THPC,1/30/2021,State,94,463,557,80,13,273,1652,148,89,926,1453,3651,6070,697,29,5104,564,263
SHPR,5/2/2020,State,22,45,67,,,,,,,112,277,663,1392,10,5,940,137,30
THPC,5/6/2021,State,94,416,510,22,10,202,2071,57,27,926,1237,3662,6070,212,28,4899,606,204
SHPR,5/25/2020,State,19,50,69,,,,,,,112,250,715,1392,24,6,965,134,36
DHPC,6/23/2020,State,42,193,235,12,24,,,50,,424,342,1726,2640,120,7,2068,163,98
THPC,6/25/2020,State,143,432,575,14,24,,,66,,926,1416,3202,6070,203,22,4618,472,199
EHPC,2/23/2021,State,72,234,306,18,22,171,1733,47,34,420,867,2103,3851,189,19,2970,386,142
CapRAC,11/19/2020,State,23,146,169,6,27,290,1012,29,9,203,169,960,1418,121,7,1129,168,32
MCRHC,10/24/2020,State,102,369,471,16,39,192,1407,36,14,468,702,2021,3301,147,12,2723,477,117
SHPR,4/6/2020,State,20,40,60,,,,,,,112,304,539,1392,12,5,843,171,30
EHPC,5/28/2021,State,72,234,306,21,17,157,1947,34,15,420,712,2132,3851,113,19,2844,386,136
MHPC,5/10/2020,State,164,393,557,,,,,,,687,1456,2591,4815,85,15,4047,739,133
CapRAC,11/29/2020,State,30,139,169,5,27,295,1000,34,18,203,234,887,1418,125,7,1121,145,55
MCRHC,6/3/2021,State,82,384,466,5,33,139,1594,30,11,468,557,2195,3301,80,12,2752,379,220
EHPC,7/1/2020,State,51,220,271,18,31,,,26,,420,525,1995,3851,74,18,2520,375,128
THPC,10/11/2020,State,115,428,543,30,32,187,1143,72,29,926,1776,3402,6070,245,29,5178,545,194
MHPC,5/9/2020,State,138,404,542,,,,,,,687,1366,2729,4815,87,15,4095,748,125
MHPC,6/26/2020,State,78,381,459,26,94,,,57,,687,618,3449,4815,235,16,4067,540,201
MAHPC,4/16/2021,State,81,113,194,9,19,72,768,17,7,247,552,988,1979,54,16,1540,137,49
CapRAC,6/14/2020,State,37,187,224,17,14,,,50,,203,492,1497,1418,124,5,1989,211,117
SHPR,7/9/2020,State,12,57,69,10,3,,,15,,112,56,932,1392,54,6,988,131,37
CapRAC,5/2/2020,State,64,150,214,,,,,,,203,687,1142,1418,75,4,1829,262,58
MCRHC,12/2/2020,State,93,379,472,39,64,213,1466,65,23,468,618,2148,3301,237,12,2766,473,126
DHPC,5/4/2021,State,26,168,194,13,5,57,862,30,17,424,306,1474,2640,99,7,1780,136,106
MAHPC,5/4/2021,State,76,118,194,7,26,88,866,5,5,247,538,973,1979,40,16,1511,137,49
CapRAC,9/15/2020,State,34,133,167,3,28,180,1086,20,13,203,199,878,1418,46,6,1077,162,38
MAHPC,12/7/2020,State,57,122,179,11,25,49,339,33,21,247,507,994,1979,117,16,1501,124,65
DHPC,2/2/2021,State,14,177,191,26,10,98,702,59,46,424,289,1477,2640,228,7,1766,130,112
DHPC,2/28/2021,State,19,169,188,10,2,52,613,43,33,424,381,1382,2640,151,7,1763,154,88
MHPC,10/20/2020,State,66,361,427,39,131,501,2454,79,52,687,1096,3598,4815,313,18,4694,575,254
CapRAC,8/5/2020,State,39,130,169,12,26,,,30,,203,335,835,1418,96,5,1170,157,45
CapRAC,7/8/2020,State,30,219,249,21,24,,,69,,203,294,1591,1418,207,4,1885,229,108
SHPR,10/14/2020,State,29,48,77,4,26,80,494,11,12,112,212,805,1392,56,6,1017,136,38
MHPC,4/12/2021,State,114,357,471,35,21,307,2464,63,25,687,1166,3646,4815,276,18,4812,618,239
SHPR,4/4/2021,State,56,46,102,3,5,83,463,1,0,112,316,720,1392,33,6,1036,153,21
THPC,2/23/2021,State,117,444,561,59,8,227,1885,76,39,926,1434,3623,6070,351,29,5057,631,206
EHPC,8/6/2020,State,68,197,265,18,15,,,41,,420,634,1801,3851,143,17,2435,279,113
EHPC,1/13/2021,State,63,245,308,45,24,236,1691,87,50,420,688,2316,3851,531,19,3004,367,163
CapRAC,3/6/2021,State,43,134,177,3,19,240,1045,27,12,203,230,932,1418,81,7,1162,147,53
THPC,1/12/2021,State,68,490,558,151,18,347,1843,217,118,926,1225,3814,6070,1020,29,5039,522,301
THPC,7/23/2020,State,157,410,567,25,51,,,87,,926,1675,3305,6070,261,22,4980,463,215
THPC,8/26/2020,State,134,424,558,32,27,3,133,69,15,926,1617,3612,6070,250,23,5229,493,239
EHPC,8/7/2020,State,75,192,267,22,24,,,51,,420,788,1769,3851,152,15,2557,264,109
MAHPC,4/15/2020,State,65,98,163,,,,,,,247,441,693,1979,12,14,1134,167,34
MAHPC,7/5/2020,State,57,80,137,3,30,,,7,,247,450,595,1979,24,10,1045,110,32
THPC,4/18/2020,State,265,330,595,,,,,,,926,1626,2249,6070,116,19,3875,420,177
DHPC,3/13/2021,State,26,160,186,7,4,56,697,33,29,424,376,1377,2640,132,7,1753,166,76
CapRAC,4/14/2020,State,78,142,220,,,,,,,203,690,1276,1418,68,5,1966,275,65
DHPC,4/1/2021,State,15,173,188,12,6,79,717,29,17,424,315,1461,2640,114,7,1776,148,94
MHPC,8/23/2020,State,116,289,405,17,123,,,74,,687,1362,2969,4815,241,15,4331,546,197
EHPC,11/7/2020,State,66,236,302,21,40,193,1637,38,26,420,837,2078,3851,164,19,2915,342,139
SHPR,11/15/2020,State,49,42,91,2,15,89,438,6,5,112,287,724,1392,41,6,1011,148,26
MHPC,9/23/2020,State,78,349,427,33,29,264,2219,52,28,687,1064,3624,4815,204,18,4688,580,215
MCRHC,4/26/2021,State,92,378,470,10,30,246,1556,40,18,468,611,2160,3301,144,12,2771,463,136
CapRAC,11/6/2020,State,41,128,169,8,25,282,1093,19,10,203,243,832,1418,61,7,1075,165,35
CapRAC,5/18/2020,State,57,167,224,,,,,,,203,623,1367,1418,61,5,1990,278,50
